rowid,pl_letter,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,disc_year,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_tsystemref,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,ra,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_icmag,sy_tmag,sy_kepmag,pl_nnotes,k2_campaigns_num,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,pl_rade_hom,pl_masse_hom,B_V,V_K,J_K,MV_abs,discoverymethod_Microlensing,discoverymethod_Radial Velocity,discoverymethod_Transit,pl_orbper_is_missing,pl_orbsmax_is_missing,pl_rade_is_missing,pl_radj_is_missing,pl_masse_is_missing,pl_massj_is_missing,pl_msinie_is_missing,pl_msinij_is_missing,pl_cmasse_is_missing,pl_cmassj_is_missing,pl_bmasse_is_missing,pl_bmassj_is_missing,pl_dens_is_missing,pl_orbeccen_is_missing,pl_insol_is_missing,pl_eqt_is_missing,pl_orbincl_is_missing,pl_tranmid_is_missing,pl_imppar_is_missing,pl_trandep_is_missing,pl_trandur_is_missing,pl_ratdor_is_missing,pl_ratror_is_missing,pl_occdep_is_missing,pl_orbtper_is_missing,pl_orblper_is_missing,pl_rvamp_is_missing,pl_projobliq_is_missing,pl_trueobliq_is_missing,st_teff_is_missing,st_rad_is_missing,st_mass_is_missing,st_met_is_missing,st_lum_is_missing,st_logg_is_missing,st_age_is_missing,st_dens_is_missing,st_vsin_is_missing,st_rotp_is_missing,st_radv_is_missing,sy_pm_is_missing,sy_pmra_is_missing,sy_pmdec_is_missing,sy_dist_is_missing,sy_plx_is_missing,sy_bmag_is_missing,sy_vmag_is_missing,sy_jmag_is_missing,sy_hmag_is_missing,sy_kmag_is_missing,sy_umag_is_missing,sy_gmag_is_missing,sy_rmag_is_missing,sy_imag_is_missing,sy_zmag_is_missing,sy_w1mag_is_missing,sy_w2mag_is_missing,sy_w3mag_is_missing,sy_w4mag_is_missing,sy_gaiamag_is_missing,sy_icmag_is_missing,sy_tmag_is_missing,sy_kepmag_is_missing,k2_campaigns_num_is_missing,pl_rade_hom_is_missing,pl_masse_hom_is_missing,B_V_is_missing,V_K_is_missing,J_K_is_missing,MV_abs_is_missing
1856.0,0,0.0,1.0,1.0,0.0,0.0,2016.0,1,2,2,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,3.14272,0.06667999999999999,7.8,0.7,12.2,0.0383853,34.9613,0.11,35.00279063,0.11013054,12.1,0.03807067,0,2.69,0.0745,70.0,804.5,88.72,2457311.2386,2,0.0,0.21,0.14235,4.4808,18.1,0.0587,0.0238,2457860.59,73.0,5.01,4.9,41.0,5300.0,1.22,0.88,0.0,1,-0.36021,4.5,4.7,1.729476,2.6,17.35,8.203,289.202402,-19.3559227,-14.11663,18.14948,2.88476,288.09813,18.0385851,12.248,13.243,746.138,4.35333,13.258,12.831,11.725,11.507,11.391,15.7495,14.5977,13.211,12.8886,13.3229,11.392,11.42,11.991,8.799,12.6766,,12.2994,12.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,12.2,0.4269999999999996,1.4399999999999995,0.33399999999999963,3.4669042064984605,False,False,True,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1857.0,0,0.0,1.0,1.0,0.0,0.0,2016.0,1,2,2,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,3.142811,0.06667999999999999,5.69,0.508,12.2,0.0383853,34.9613,0.11,35.00279063,0.11013054,12.1,0.03807067,0,2.69,0.0745,70.0,804.5,88.72,2457301.80888,2,0.0,0.4,0.4291,4.572,4.75,0.0634,0.0238,2457860.59,73.0,5.01,4.9,41.0,5300.0,0.822,0.88,0.0,1,-0.36021,4.5,4.7,1.729476,2.6,17.35,8.203,289.202402,-19.3559227,-14.11663,18.14948,2.88476,288.09813,18.0385851,12.248,13.243,746.138,4.35333,13.258,12.831,11.725,11.507,11.391,15.7495,14.5977,13.211,12.8886,13.3229,11.392,11.42,11.991,8.799,12.6766,,12.2994,12.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.69,12.2,0.4269999999999996,1.4399999999999995,0.33399999999999963,3.4669042064984605,False,False,True,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1858.0,0,0.0,1.0,1.0,0.0,0.0,2016.0,1,2,2,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,3.14324025965,0.06667999999999999,2.482,0.22048407,12.2,0.0383853,34.9613,0.11,35.00279063,0.11013054,12.1,0.03807067,0,2.69,0.0745,566.4817,1244.27,88.72,2460806.062159,2,0.0,0.4,0.49689754,4.3767436,18.1,0.029606,0.0238,2457860.59,73.0,5.01,4.9,41.0,5780.0,0.86,0.88,0.0,1,-0.36021,4.438,4.7,1.729476,2.6,17.35,8.203,289.202402,-19.3559227,-14.11663,18.14948,2.88476,288.09813,18.0385851,12.248,13.243,746.138,4.35333,13.258,12.831,11.725,11.507,11.391,15.7495,14.5977,13.211,12.8886,13.3229,11.392,11.42,11.991,8.799,12.6766,,12.2994,12.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.482,12.2,0.4269999999999996,1.4399999999999995,0.33399999999999963,3.4669042064984605,False,False,True,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1859.0,0,0.0,1.0,1.0,0.0,0.0,2016.0,1,2,2,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.142833,0.04795,15.13215,1.35,756.4354,2.38,34.9613,0.11,35.00279063,0.11013054,756.4354,2.38,1,1.19,0.085,70.0,2097.0,82.7,2456798.9556,2,0.0,0.589,0.47,4.5576,4.67,0.063,0.0238,2457860.59,73.0,250.6,4.9,41.0,6408.0,2.21,1.489,-0.1,0,0.86332,3.923,2.36,0.196,6.57,17.35,-21.661,289.202402,-19.3559227,-14.11663,18.14948,2.88476,288.09813,18.0385851,12.248,13.243,746.138,4.35333,13.258,12.831,11.725,11.507,11.391,15.7495,14.5977,13.211,12.8886,13.3229,11.392,11.42,11.991,8.799,12.6766,,12.2994,12.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.13215,756.4354,0.4269999999999996,1.4399999999999995,0.33399999999999963,3.4669042064984605,False,False,True,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1860.0,0,0.0,1.0,1.0,0.0,0.0,2016.0,1,2,2,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.1428347,0.06667999999999999,15.513256,1.384,759.6137,2.39,34.9613,0.11,35.00279063,0.11013054,759.6137,2.39,1,1.12,0.0745,70.0,804.5,82.27,2457364.66541,2,0.0,0.4,0.14235,4.52376,18.1,0.06316,0.0238,2457860.59,73.0,5.01,4.9,41.0,5300.0,0.86,0.88,0.0,1,-0.36021,4.5,4.7,1.729476,2.6,17.35,8.203,289.202402,-19.3559227,-14.11663,18.14948,2.88476,288.09813,18.0385851,12.248,13.243,746.138,4.35333,13.258,12.831,11.725,11.507,11.391,15.7495,14.5977,13.211,12.8886,13.3229,11.392,11.42,11.991,8.799,12.6766,,12.2994,12.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.513256,759.6137,0.4269999999999996,1.4399999999999995,0.33399999999999963,3.4669042064984605,False,False,True,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1861.0,0,0.0,1.0,1.0,0.0,0.0,2018.0,1,2,2,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,4.17471430219,0.06667999999999999,13.70940899,1.22307365,12.2,0.0383853,34.9613,0.11,35.00279063,0.11013054,12.1,0.03807067,0,2.69,0.0745,466.8809,1185.55,88.72,2460804.961676,2,0.0,0.4,1.40266941,3.8092867,18.1,0.029606,0.0238,2457860.59,73.0,5.01,4.9,41.0,5859.0,1.08854,0.88,0.0,1,-0.36021,4.38969,4.7,1.729476,2.6,17.35,8.203,291.4787013,-23.2028183,-17.59239,15.35677,-1.21836,289.66693,7.8836988,2.19878,-7.57087,856.436,1.13973,15.06,14.364,13.181,12.855,12.809,15.7495,14.5977,13.211,12.8886,13.3229,12.741,12.816,11.815,8.621,14.233,,13.7805,14.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.70940899,12.2,0.6959999999999997,1.5550000000000015,0.3719999999999999,4.700525427855148,False,False,True,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1862.0,0,0.0,1.0,1.0,0.0,0.0,2018.0,1,2,2,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,4.175187,0.06667999999999999,13.4,1.2,12.2,0.0383853,34.9613,0.11,35.00279063,0.11013054,12.1,0.03807067,0,2.69,0.0745,70.0,804.5,88.72,2457314.46307,2,0.0,0.11,0.14235,3.3792,18.1,0.1069,0.0238,2457860.59,73.0,5.01,4.9,41.0,5300.0,1.15,0.88,0.0,1,-0.36021,4.5,4.7,1.729476,2.6,17.35,8.203,291.4787013,-23.2028183,-17.59239,15.35677,-1.21836,289.66693,7.8836988,2.19878,-7.57087,856.436,1.13973,15.06,14.364,13.181,12.855,12.809,15.7495,14.5977,13.211,12.8886,13.3229,12.741,12.816,11.815,8.621,14.233,,13.7805,14.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,12.2,0.6959999999999997,1.5550000000000015,0.3719999999999999,4.700525427855148,False,False,True,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1863.0,0,1.0,1.0,1.0,0.0,0.0,2018.0,1,2,2,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.175186,0.0523,12.92,1.1526452,12.2,0.0383853,34.9613,0.11,35.00279063,0.11013054,12.1,0.03807067,0,2.69,0.0745,70.0,1203.0,88.72,2457314.4631,2,0.0,0.17,0.14235,2.8571999999999997,10.32,0.1077,0.0238,2457860.59,73.0,5.01,4.9,41.0,5950.0,1.1,1.1,0.15,0,-0.36021,4.4,4.7,1.19,2.6,17.35,8.203,291.4787013,-23.2028183,-17.59239,15.35677,-1.21836,289.66693,7.8836988,2.19878,-7.57087,856.436,1.13973,15.06,14.364,13.181,12.855,12.809,15.7495,14.5977,13.211,12.8886,13.3229,12.741,12.816,11.815,8.621,14.233,,13.7805,14.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.92,12.2,0.6959999999999997,1.5550000000000015,0.3719999999999999,4.700525427855148,False,False,True,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1864.0,0,0.0,1.0,1.0,0.0,0.0,2018.0,1,2,2,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.1752387,0.05425,13.843115,1.235,1022.14128,3.216,34.9613,0.11,35.00279063,0.11013054,1022.14128,3.216,1,2.12,0.105,561.0,1356.0,87.61,2457360.39033,2,0.0,0.452,1.4,3.46272,10.1,0.10966,0.0238,2457860.59,73.0,356.9,4.9,41.0,6149.0,1.155,1.222,0.28,0,0.21484,4.4,0.62,1.118,4.98,17.35,-24.392,291.4787013,-23.2028183,-17.59239,15.35677,-1.21836,289.66693,7.8836988,2.19878,-7.57087,856.436,1.13973,15.06,14.364,13.181,12.855,12.809,15.7495,14.5977,13.211,12.8886,13.3229,12.741,12.816,11.815,8.621,14.233,,13.7805,14.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.843115,1022.14128,0.6959999999999997,1.5550000000000015,0.3719999999999999,4.700525427855148,False,False,True,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1865.0,0,0.0,1.0,1.0,0.0,0.0,2018.0,1,2,2,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,4.175235,0.06667999999999999,12.77,1.139,12.2,0.0383853,34.9613,0.11,35.00279063,0.11013054,12.1,0.03807067,0,2.69,0.0745,70.0,804.5,88.72,2457301.93694,2,0.0,0.4,1.3791,3.432,10.1,0.1076,0.0238,2457860.59,73.0,5.01,4.9,41.0,5300.0,1.0878,0.88,0.0,1,-0.36021,4.5,4.7,1.729476,2.6,17.35,8.203,291.4787013,-23.2028183,-17.59239,15.35677,-1.21836,289.66693,7.8836988,2.19878,-7.57087,856.436,1.13973,15.06,14.364,13.181,12.855,12.809,15.7495,14.5977,13.211,12.8886,13.3229,12.741,12.816,11.815,8.621,14.233,,13.7805,14.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.77,12.2,0.6959999999999997,1.5550000000000015,0.3719999999999999,4.700525427855148,False,False,True,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1866.0,0,0.0,1.0,1.0,0.0,0.0,2015.0,1,2,2,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.915311,0.06667999999999999,13.1414316,1.1724,259.34928,0.816,34.9613,0.11,35.00279063,0.11013054,259.34928,0.816,1,0.626,0.0745,70.0,804.5,88.94,2457380.70247,2,0.0,0.4,0.14235,3.50832,18.1,0.08316,0.0238,2457860.59,73.0,5.01,4.9,41.0,5494.0,1.58042,0.963,0.0,1,0.3118,4.02415,4.7,0.343933,2.6,17.35,8.203,290.8101704,-20.1663771,-15.82835,18.0176,1.87579,289.48793,11.0576718,8.56622,-6.99228,638.7,1.53764,14.083,13.256,11.885,11.558,11.479,15.7495,14.5977,13.211,12.8886,13.3229,11.433,11.539,11.032,8.768,13.0983,,12.5866,13.095,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1414316,259.34928,0.827,1.777000000000001,0.4060000000000006,4.229515419210076,False,False,True,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1867.0,0,0.0,1.0,1.0,0.0,0.0,2015.0,1,2,2,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.915298,0.06667999999999999,17.2,1.53,12.2,0.0383853,34.9613,0.11,35.00279063,0.11013054,12.1,0.03807067,0,2.69,0.0745,70.0,804.5,88.72,2457311.75133,2,0.0,0.13,0.14235,3.5592,18.1,0.0813,0.0238,2457860.59,73.0,5.01,4.9,41.0,5300.0,1.94,0.88,0.0,1,-0.36021,4.5,4.7,1.729476,2.6,17.35,8.203,290.8101704,-20.1663771,-15.82835,18.0176,1.87579,289.48793,11.0576718,8.56622,-6.99228,638.7,1.53764,14.083,13.256,11.885,11.558,11.479,15.7495,14.5977,13.211,12.8886,13.3229,11.433,11.539,11.032,8.768,13.0983,,12.5866,13.095,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,12.2,0.827,1.777000000000001,0.4060000000000006,4.229515419210076,False,False,True,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1868.0,0,0.0,1.0,1.0,0.0,0.0,2015.0,1,2,2,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.9153073,0.03048,11.937585,1.065,261.57409,0.823,34.9613,0.11,35.00279063,0.11013054,261.57409,0.823,1,0.84,0.075,70.0,804.5,86.5,2456124.25974,1,0.0,0.4,0.14235,2.8571999999999997,18.1,0.029606,0.0238,2457860.59,73.0,132.3,4.9,41.0,5366.0,1.503,1.03,0.34,1,-0.36021,4.5,10.8,1.729476,4.58,17.35,8.203,290.8101704,-20.1663771,-15.82835,18.0176,1.87579,289.48793,11.0576718,8.56622,-6.99228,638.7,1.53764,14.083,13.256,11.885,11.558,11.479,15.7495,14.5977,13.211,12.8886,13.3229,11.433,11.539,11.032,8.768,13.0983,,12.5866,13.095,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.937585,261.57409,0.827,1.777000000000001,0.4060000000000006,4.229515419210076,False,False,True,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1869.0,0,1.0,1.0,1.0,0.0,0.0,2015.0,1,2,2,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.915291,0.0312,13.85,1.23561424,12.2,0.0383853,34.9613,0.11,35.00279063,0.11013054,12.1,0.03807067,0,2.69,0.0745,70.0,1746.0,88.72,2457311.7514,2,0.0,0.16,0.14235,2.8571999999999997,4.44,0.0814,0.0238,2457860.59,73.0,5.01,4.9,41.0,5599.0,1.56,1.1,0.38,0,-0.36021,4.1,4.7,0.451,2.6,17.35,8.203,290.8101704,-20.1663771,-15.82835,18.0176,1.87579,289.48793,11.0576718,8.56622,-6.99228,638.7,1.53764,14.083,13.256,11.885,11.558,11.479,15.7495,14.5977,13.211,12.8886,13.3229,11.433,11.539,11.032,8.768,13.0983,,12.5866,13.095,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.85,12.2,0.827,1.777000000000001,0.4060000000000006,4.229515419210076,False,False,True,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1870.0,0,0.0,1.0,1.0,0.0,0.0,2015.0,1,2,2,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.9153073,0.03048,11.937585,1.065,266.02371,0.837,34.9613,0.11,35.00279063,0.11013054,266.02371,0.837,1,0.85,0.129,70.0,1823.0,86.5,2456124.25896,2,0.0,0.27,0.14235,3.4968,4.36,0.0725,0.0238,2457860.59,73.0,133.5,4.9,41.0,5366.0,1.503,1.03,0.34,0,0.23,4.095,10.8,0.427,4.58,17.35,-10.644,290.8101704,-20.1663771,-15.82835,18.0176,1.87579,289.48793,11.0576718,8.56622,-6.99228,638.7,1.53764,14.083,13.256,11.885,11.558,11.479,15.7495,14.5977,13.211,12.8886,13.3229,11.433,11.539,11.032,8.768,13.0983,,12.5866,13.095,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.937585,266.02371,0.827,1.777000000000001,0.4060000000000006,4.229515419210076,False,False,True,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1871.0,0,0.0,1.0,1.0,0.0,0.0,2015.0,1,2,2,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.9153196,0.06667999999999999,14.42,1.286,12.2,0.0383853,34.9613,0.11,35.00279063,0.11013054,12.1,0.03807067,0,2.69,0.0745,70.0,804.5,88.72,2457302.17456,2,0.0,0.4,0.847,3.5496,4.48,0.08305,0.0238,2457860.59,73.0,5.01,4.9,41.0,5300.0,1.592,0.88,0.0,1,-0.36021,4.5,4.7,1.729476,2.6,17.35,8.203,290.8101704,-20.1663771,-15.82835,18.0176,1.87579,289.48793,11.0576718,8.56622,-6.99228,638.7,1.53764,14.083,13.256,11.885,11.558,11.479,15.7495,14.5977,13.211,12.8886,13.3229,11.433,11.539,11.032,8.768,13.0983,,12.5866,13.095,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.42,12.2,0.827,1.777000000000001,0.4060000000000006,4.229515419210076,False,False,True,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1872.0,0,0.0,1.0,1.0,0.0,0.0,2015.0,1,2,2,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.91552575756,0.06667999999999999,13.74175585,1.22595945,12.2,0.0383853,34.9613,0.11,35.00279063,0.11013054,12.1,0.03807067,0,2.69,0.0745,2292.0839,1764.73,88.72,2460803.361443,2,0.0,0.4,0.73831867,3.5663951,18.1,0.029606,0.0238,2457860.59,73.0,5.01,4.9,41.0,5494.0,1.58042,0.88,0.0,1,-0.36021,4.02415,4.7,1.729476,2.6,17.35,8.203,290.8101704,-20.1663771,-15.82835,18.0176,1.87579,289.48793,11.0576718,8.56622,-6.99228,638.7,1.53764,14.083,13.256,11.885,11.558,11.479,15.7495,14.5977,13.211,12.8886,13.3229,11.433,11.539,11.032,8.768,13.0983,,12.5866,13.095,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.74175585,12.2,0.827,1.777000000000001,0.4060000000000006,4.229515419210076,False,False,True,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1873.0,0,0.0,1.0,2.0,0.0,0.0,2017.0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9.5521,0.09012,2.23,0.19894727,12.2,0.0383853,34.9613,0.11,35.00279063,0.11013054,12.1,0.03807067,0,2.69,0.0745,240.0,804.5,88.4,2457605.6521,1,0.0,0.47,0.14235,3.96,16.7,0.01708,0.0238,2457860.59,73.0,8.4,4.9,41.0,6290.0,1.18,1.07,-0.24,0,0.29003,4.29,4.0,1.729476,13.2,17.35,8.203,183.4724742,-0.3934357,61.03534,283.25037,1.01948,183.33896,12.2799626,-2.66228,11.9879,109.353,9.11629,9.4,8.951,8.116,7.962,7.853,15.7495,14.5977,13.211,12.8886,13.3229,7.794,7.85,7.839,8.168,8.88841,,8.56338,9.234,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,12.2,0.44899999999999984,1.0980000000000008,0.2629999999999999,3.756846489945902,False,False,True,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1874.0,0,0.0,1.0,2.0,0.0,0.0,2017.0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9.55804,0.0905,2.32,0.20697654,12.2,0.0383853,34.9613,0.11,35.00279063,0.11013054,12.1,0.03807067,0,2.69,0.0745,70.0,1046.0,88.72,2457586.5267,2,0.0,0.4,0.03,3.5,17.7,0.0164,0.0238,2457860.59,73.0,5.01,4.9,41.0,6277.0,1.29,1.08,-0.22,0,-0.36021,4.25,4.7,1.729476,12.9,17.35,8.203,183.4724742,-0.3934357,61.03534,283.25037,1.01948,183.33896,12.2799626,-2.66228,11.9879,109.353,9.11629,9.4,8.951,8.116,7.962,7.853,15.7495,14.5977,13.211,12.8886,13.3229,7.794,7.85,7.839,8.168,8.88841,,8.56338,9.234,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,12.2,0.44899999999999984,1.0980000000000008,0.2629999999999999,3.756846489945902,False,False,True,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
